,isbn_13,isbn_10,lta
4469,9780763625290,1467658707,"['Newbery Medal (2004)', ""ALA Notable Children's Book (2004)"", 'Maine Student Book Award', ""Pacific Northwest Library Association Young Reader's Choice (2006)"", 'Wisconsin Golden Archer Award (2005.2|Intermediate, 2005)', ""Garden State Children's Book Award (2006.3|Fiction, Grades 2-5, 2006)"", 'Dorothy Canfield Fisher Children’s Book Award (2005)', ""Book Sense Book of the Year Honor Book (2004.4|Children's Literature Honor Book, 2004)"", 'Kentucky Bluegrass Award', 'Minnesota Book Awards Finalist (2004.02b|Young Adult Literature, 2004)', ""Rhode Island Children's Book Award"", ""TASL Volunteer State Book Children's Choice Award (2005-2006)"", ""1001 Children's Books You Must Read Before You Grow Up (2009.0721|2009, Ages 8↑)"", ""Charlie May Simon Children's Book Award (2006.1|2005-2006)"", ""Sequoyah Book Award (2006.1|Children's, 2006)"", 'Volunteer State Book Award', ""Massachusetts Children's Book Award (2007.1|Winner, 2007)"", 'Chapman Awards for Best Classroom Read-Alouds (k-6)', 'Wyoming Indian Paintbrush Award (2005)', ""NCTE/CLA Notable Children's Book in the English Language Arts (2004)"", 'Great Lakes Great Books Award (2006.07|Winner, 4th & 5th Grade, 2006)', ""Michigan Library Association's Mitten Award (Honor, 2003)"", 'Capitol Choices Noteworthy Book for Children and Teens (2004)', 'Maine Student Book Award (2005)', ""Rebecca Caudill Young Readers' Book Award Nominee (2006)"", ""Sunshine State Young Reader's Award Nominee (2005)"", 'Blue Hen Book Award (2005.2|Middle Readers, 2005)', 'VDL Dorothy Canfield Fisher Book Award Nominee', 'CCBC Choices (2004)', ""Pennsylvania Young Reader's Choice Award Nominee (2005.2|Grades 3-6, 2005)"", ""Cocheco Readers' Award"", 'Colorado Blue Spruce Award Nominee (2007|2005, 2007)', 'Land Of Enchantment Book Award (2006.3|Young Adult, 2005-2006)', 'Kentucky Bluegrass Award (2005.2|Grades 3-5, 2005)', ""Sequoyah Book Award Nominee (2006.1|Children's, 2005-2006)"", 'The White Ravens (English / USA, 2004)', 'Wyoming Indian Paintbrush Nominee (2005|Winner 2005)', 'School Library Journal Top 100 Children’s Novels, 2010 Poll (22)', ""School Library Journal Top 100 Children's Novels, 2012 Poll (51)"", 'VDL Dorothy Canfield Fisher Book Award (2005)', ""Audie Award Finalist (Children's Titles for Ages up to 8, 2004)""]"
4470,9780763625894,0763625892,"['Boston Globe–Horn Book Award (2006.1|Fiction and Poetry, 2006)', 'Christopher Award (Books for Young People, 2007)', 'Zilveren Griffel (2007)', ""South Carolina Children's Book Award Nominee (2008-2009)"", ""Pacific Northwest Library Association Young Reader's Choice (2009)"", 'School Library Journal Best Book of the Year (2006)', ""ALA Notable Children's Book (2007)"", 'School Library Journal Top 100 Children’s Novels, 2010 Poll (97)', 'Wyoming Indian Paintbrush Award (2008)', ""Charlie May Simon Children's Book Award (2009.1|2008-2009)"", 'Great Lakes Great Books Award (2008.07|Winner, 4th & 5th Grade, 2008)', ""Michigan Library Association's Mitten Award (Honor, 2006)"", 'AISLE Read-Aloud Books Too Good To Miss (2006.2|Intermediate, 2006)', 'IBBY Honour Book (2008.3|Dutch Translation, 2008)', 'Capitol Choices Noteworthy Book for Children and Teens (2007)', ""Rebecca Caudill Young Readers' Book Award Nominee (2008)"", 'ISLMA Bluestem Award (2013.3|3rd Place, 2013)', ""Sunshine State Young Reader's Award (2008.1|Grades 3-5, 2008)"", 'CCBC Choices (2007)', ""Pennsylvania Young Reader's Choice Award Nominee (2008.2|Grades 3-6, 2008)"", ""Cocheco Readers' Award"", 'Grand Canyon Reader Award (2008.2|Intermediate, 2008)', ""Utah Beehive Book Award (2008.1|Children's Fiction, 2008)"", 'South Dakota Prairie Pasque Award (2009|2008-2009)', ""Nevada Young Readers' Award (2010.2|Young Reader, 2010)"", 'Mississippi Magnolia Book Award (2010)', 'Kentucky Bluegrass Award (2007.2|Grades 3-5, 2007)', 'The White Ravens (English / USA, 2007)', 'Wyoming Indian Paintbrush Nominee (2008|Winner 2008)', ""Utah Beehive Book Award Nominee (2008.1|Winner Children's Fiction, 2008)"", ""School Library Journal Top 100 Children's Novels, 2012 Poll (59)""]"
4471,9780763626150,0763626155,
4472,9780763628000,076362800X,"[""IRA Children's Choices Reading List (2006.2|Young Readers, 2006)""]"
4473,9780763628109,0763628107,
4474,9780763628277,0763628271,"['ALA Popular Paperbacks for Young Adults (2006.04|Books That Don’t Make You Blush, 2006)', 'ALA Quick Picks for Reluctant Young Adult Readers (2000)', 'TLA Texas Lone Star Reading List', 'Sequoyah Book Award Nominee (2002.2|Young Adult, 2001-2002)']"
4475,9780763628284,076362828X,
4476,9780763628321,0763628328,
4477,9780763630140,0763630144,
4478,9780763631604,0763631604,['School Library Journal Best Book of the Year (2006)']
4479,9780763632168,0763632163,"['Books with Bite: Teen Read Week 2008 (7|Disappointment, Reality, Coping)']"
4480,9780763632953,0763632953,
4481,9780763726713,0763726710,
4482,9780764119729,0764119729,
4483,9780764122781,0764122789,
4484,9780764134289,0764134280,
4485,9780764136313,0764136313,
4486,9780764225215,0764225219,
4487,9780764226465,0764226460,
4488,9780764525681,0764525689,
4489,9780764537158,0764537156,
4490,9780764538131,0764538136,
4491,9780764544576,0764544578,
4492,9780764551536,0764551531,
4493,9780764553028,076455302X,
4494,9780764553134,0764553135,
4495,9780764555893,0764555898,
4496,9780764584657,0764584650,
4497,9780764585685,0764585681,
4498,9780764585968,0764585967,
4499,9780764585975,0764585975,
4500,9780764586019,0764586017,
4501,9780764586026,0764586025,
4502,9780764586033,0764586033,
4503,9780764586064,0764586068,
4504,9780764586552,0764586556,
4505,9780764586620,0764586629,
4506,9780764586712,0764586718,
4507,9780764587245,0764587242,
4508,9780764587276,0764587277,
4509,9780764596865,0764596861,"['IACP Cookbook Award (Compilations, 2009)', 'James Beard Foundation Award Nominee (General Cooking, 2009)']"
4510,9780764937101,0764937103,
4511,9780765300355,0765300354,"['Locus (1999.9|Anthology, 1999)', 'Alex Award (1999)', 'British Fantasy Award Nominee (1999.2|Anthology, 1999)', 'World Fantasy Award Nominee (1999.4|Anthology, 1999)']"
4512,9780765304094,0765304090,
4513,9780765304742,0765304740,
4514,9780765305114,0765305119,"['New York Times bestseller (Fiction, 1991)', 'Science Fiction Book Club Award Nominee (Book of the Year, 1992)']"
4515,9780765308375,0765308371,
4516,9780765308702,0765308703,
4517,9780765309044,0765309041,
4518,9780765309532,076530953X,"['Locus (2004.4|First Novel, 2004)', 'Nebula Nominee (2004.1|Novel, 2004)']"
4519,9780765309969,0765309963,"['Aurealis Award (Fantasy novel, 2005)', 'Sir Julius Vogel Awards Nominee (Novel, 2006)']"
4520,9780765309983,076530998X,
4521,9780765310453,0765310457,"['Locus Recommended Reading (Science Fiction Novel, 2004)', 'Locus Award Finalist (2005.1|Science Fiction Novel, 2005)']"
4522,9780765311801,0765311801,"['Locus Recommended Reading (Fantasy Novel, 2005)']"
4523,9780765311856,0765311852,"['British Fantasy Award (August Derleth Fantasy Award, 1992)', 'World Fantasy Award Nominee (1992.1|Novel, 1992)']"
4524,9780765311863,0765311860,"['World Fantasy Award Nominee (1989.1|Novel, 1989)']"
4525,9780765312808,0765312808,"['Locus Recommended Reading (Fantasy Novel, 2005)', ""SF Site Reader's Choice (2005)"", 'Sunburst Award Nominee (2006)', 'Locus Award Finalist (2006.2|Fantasy Novel, 2006)']"
4526,9780765312921,0765312921,"['New York Times bestseller (Fiction, 2006)']"
4527,9780765312938,076531293X,"['New York Times bestseller (Fiction, 2007)']"
4528,9780765313188,0765313189,
4529,9780765313195,0765313197,
4530,9780765316110,0765316110,"['Prometheus Award Shortlist (Novel, 2007)', 'Association for Mormon Letters Award Honorable Mention (Novel, 2006)']"
4531,9780765316646,0765316641,"['World Fantasy Award (Novel, 2007)', 'Locus Award Finalist (2007.2|Fantasy Novel, 2007)']"
4532,9780765340214,0765340216,
4533,9780765340740,0765340747,"['New York Times bestseller (Fiction, 2002)', 'Audie Award Finalist (Science Fiction, 2003)']"
4534,9780765341136,0765341131,
4535,9780765341174,0765341174,
4536,9780765341280,076534128X,
4537,9780765341297,0765341298,
4538,9780765341426,0765341425,
4539,9780765342515,0765342510,
4540,9780765342522,0765342529,
4541,9780765342539,0765342537,"['Locus Nominee (Science Fiction Novel, 1978)']"
4542,9780765343116,0765343118,
4543,9780765344304,0765344300,"['New York Times bestseller (Fiction, 2003)', 'Prometheus Award Shortlist (Novel, 2004)']"
4544,9780765344328,0765344327,"['New York Times bestseller (Fiction, 2006)']"
4545,9780765344724,0765344726,
4546,9780765345516,076534551X,"[""SF Site Editor's Choice (1999)""]"
4547,9780765345707,0765345706,
4548,9780765346520,0765346524,"['Locus Nominee (Best first novel, 1995)']"
4549,9780765347985,0765347989,['New Hampshire Flume Award Nominee (2006)']
4550,9780765348210,0765348217,"['Sidewise Award (Long Form, 2006)', 'Locus Recommended Reading (Fantasy Novel, 2004)', 'Locus Award Finalist (2005.2|Fantasy Novel, 2005)']"
4551,9780765348449,0765348446,
4552,9780765350985,076535098X,
4553,9780765351548,0765351544,
4554,9780765352392,0765352397,['VDL Dorothy Canfield Fisher Book Award Nominee']
4555,9780765354952,0765354950,
4556,9780765356154,0765356155,"['World Fantasy Award (Novel, 2005)', 'Hugo (Novel, 2005)', 'British Fantasy Award Nominee (2005.1|August Derleth Fantasy Award, 2005)', 'British Science Fiction Association Award Shortlist (2004.1|Novel, 2004)', 'Nebula Nominee (2005.1|Novel, 2005)', ""SF Site Editor's Choice (#1, 2004)"", 'Book Sense Book of the Year (2005.8 | Adult Fiction Winner, 2005)', 'Whitbread Shortlist (First Novel, 2004)', ""SF Site Reader's Choice (#1, 2004)"", 'Guardian 1000 (Science Fiction & Fantasy)', ""Time Magazine's Best Books of the Year (2004.10|Fiction (1), 2004)"", 'Salon Book Award (2004)', 'Booker Prize Longlist (2004)', 'Guardian First Book Award Shortlist (2004)', 'Locus (2005.4|First Novel, 2005)', 'Mythopoeic Fantasy Award (Adult Literature, 2005)', 'British Book Award (Newcomer of the Year, 2005)', 'Geffen Award (Best Translated Fantasy Book, 2007)', 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (95)', 'The Morning News Tournament of Books (Quarterfinalist, 2005)', 'Village Voice 25 Favorite Books (2004)', 'Amazon.com Best Books (2004)', 'Virgin Books Newcomer of the Year Award (2004)', 'JoMA Mythic Fiction Reading List', 'San Francisco Chronicle Best Book of the Year (2004)', '100 лучших романов XXI века по версии журнала ""Афиша""', 'Locus Award Finalist (2005.4|First Novel, 2005)', ""NPR's Top 100 Science-Fiction, Fantasy Books (64)"", 'Audie Award Finalist (Fiction, 2005)']"
4557,9780765356178,0765356171,"['Arthur C. Clarke Award Shortlist (1996)', 'World Fantasy Award (Novel, 1996)', 'British Science Fiction Association Award Shortlist (1995.1|Novel, 1995)', 'James Tait Black Memorial Prize (Fiction, 1995)', 'Guardian 1000 (Science Fiction & Fantasy)', 'ISFDB Top 100 Books - Popular List (61)', 'Audie Award Finalist (Fiction, 2007)']"
4558,9780765357663,0765357666,"['ALA Best Books for Young Adults (2000)', 'ALA Popular Paperbacks for Young Adults (2005.02|Own Your Freak, 2005)', 'Young Hoosier Book Award Nominee (2003-2004.2|Middle Grades, 2003-2004)', 'ALA Quick Picks for Reluctant Young Adult Readers (2000)', ""Rebecca Caudill Young Readers' Book Award Nominee (2004)"", 'Sequoyah Book Award Nominee (2002.2|Young Adult, 2001-2002)', 'Utah Beehive Book Award Nominee (2001.3|Young Adult, 2001)']"
4559,9780766144736,0766144739,
4560,9780767900317,0767900316,"['ALA Outstanding Books for the College Bound (1999.4|Non-fiction, 1999)']"
4561,9780767901574,0767901576,
4562,9780767902526,0767902521,"['New York Times bestseller (Nonfiction, 1998)', '100 Essential New England Books (Boston Globe, #73)', '1000 Books to Read Before You Die (2018)', 'KIB - Non Fiction books everyone should read (43)']"
4563,9780767903820,076790382X,
4564,9780767903868,0767903862,"['Torgi (2002)', 'New York Times bestseller (Nonfiction, 2000)', 'UK’s Most Borrowed Book of the Decade 1999-2009 (Travel)', 'Public Libraries’ Chart Toppers (Non Fiction, 2001 - 2002)', 'Thurber Prize for American Humor Finalist (2001)', 'AbeBooks: 50 Essential Travel Books']"
4565,9780767905107,0767905105,"['Grammy Award for Best Spoken Word or Nonmusical Album (2002)', 'Anisfield-Wolf Book Award (2002.2|Nonfiction, 2002)', 'New York Times bestseller (Nonfiction, 2001)']"
4566,9780767905206,0767905202,
4567,9780767906289,0767906284,
4568,9780767906890,0767906896,
4569,9780767907811,0767907817,
4570,9780767908184,076790818X,"['Royal Society Prize for Science Books (General, 2004)', 'Whitcoulls top 100, 2008 (#77)', 'Samuel Johnson Prize for Non-fiction shortlist (2004)', 'Aventis Prize for Science Books (2004)', 'New York Times bestseller (Nonfiction, 2003)', 'ALA Outstanding Books for the College Bound (2004.2|Science & Technology, 2004)', 'ALA Outstanding Books for the College Bound (2009.4|Science & Technology, 2009)', 'Royal Society Prize for Science Books Shortlist (2004)', 'UK’s Most Borrowed Book of the Decade 1999-2009 (Popular Science)', 'Public Libraries’ Chart Toppers (Non Fiction, 2003 - 2004)', 'Amazon.com Best Books (2003)', 'Whitcoulls top 100, 2010 (43)', 'Descartes Prize (2005)', 'Berkeley Summer Reading (2006)', 'KIB - Non Fiction books everyone should read (20)']"
4571,9780767908207,0767908201,
4572,9780767909266,0767909267,
4573,9780767910439,0767910435,
4574,9780767911795,0767911792,"['New York Times bestseller (Nonfiction, 2005)', 'ALA Notable Books for Adults (2006)', 'Financial Times and Goldman Sachs Business Book of the Year Award Longlist (2005)', 'J. Anthony Lukas Book Prize Finalist (2006)', 'Los Angeles Times Book Prize finalist (Current Interest, 2005)', 'The Economist Best Books (2005.13)', 'Audie Award Finalist (Non-Fiction, 2006)']"
4575,9780767912242,0767912241,
4576,9780767912273,0767912276,"['New York Times bestseller (Fiction, 2004)']"
4577,9780767914222,0767914228,
4578,9780767915069,0767915062,
4579,9780767915304,0767915305,['Around the world in 80 books (Kiribati)']
4580,9780767915748,0767915747,"['Around the world in 80 books (India)', 'Audie Award Finalist (Biography/Memoir, 2005)']"
4581,9780767916912,0767916913,
4582,9780767920094,0767920090,
4583,9780767920742,0767920740,
4584,9780767921961,0767921968,"['New York Times bestseller (Advice, How-To & Miscellaneous, 2005)']"
4585,9780767922081,0767922085,
4586,9780767923064,0767923065,"[""Historical Novel Society Editors' Choice""]"
4587,9780768423488,0768423481,
4588,9780770517120,0770517129,"['Booker Prize Shortlist (1980)', '1001 Books You Must Read Before You Die (2008/2010/2012 Edition)', 'Guardian 1000 (Family and self)', ""Governor General's Literary Award (Fiction, 1978)"", 'ALA Notable Books for Adults (1979)']"
4589,9780771014178,0771014171,
4590,9780771065262,0771065264,"['James Tait Black Memorial Prize shortlist (Fiction, 2006)', 'New York Times Notable Book of the Year (Fiction & Poetry, 2007)', ""NPR's Complete Holiday Book Recommendations (2006)""]"
4591,9780778321583,0778321584,
4592,9780778321712,0778321711,"['AAR Annual Reader Poll (Best Romantic Suspense, Most Tortured Hero, 2006)']"
4593,9780778322849,077832284X,
4594,9780778323563,0778323560,"['AAR Annual Reader Poll (Best Romantic Suspense, 2007)']"
4595,9780778324317,0778324311,
4596,9780778324782,0778324788,"['RITA Award (852008|Best Romantic Suspense, 2008)']"
4597,9780781731836,0781731836,
4598,9780783502007,0783502001,
4599,9780783502502,0783502508,
4600,9780783548814,0783548818,
4601,9780783554563,0783554567,
4602,9780785108115,0785108114,"[""Wizard Magazine's 100 Greatest Graphic Novels (45)""]"
4603,9780785113447,0785113444,
4604,9780785113799,0785113797,"['ALA Best Books for Young Adults (2006)', 'ALA Popular Paperbacks for Young Adults (2006.04 | Books That Don’t Make You Blush, 2006)', 'VDL Green Mountain Book Award Nominee (2008)', 'Washington Evergreen Young Adult Book Award Nominee (2007)']"
4605,9780785114154,0785114157,
